id,talep_metni,talep_turu,birim,modul,surec_talep_tipi,oncelik
T-1791,iznimi değiştirmem lazım tarih uymuyor artık,Hizmet Talebi (Service Request),İnsan Kaynakları,İzin Yönetimi,İzin İptal/Değişiklik,Düşük
T-1792,rapor çekmeye çalışırken sistem çok yavaş yanıt veriyor bazen hiç açılmıyor,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Veritabanı Erişim Hatası,Orta
T-1793,"Monitörümde titreme/çizgi var, zemin kat, İstanbul Merkez Ofis.",Arıza (Incident),Bilgi Teknolojileri,Donanım,Monitör/Çevre Birimi Arızası,Düşük
T-1794,"Dizüstü bilgisayarım çok yavaş çalışıyor, program açmak dakikalar sürüyor, Bilgi İşlem departmanındayım.",Arıza (Incident),Bilgi Teknolojileri,Donanım,Bilgisayar Arıza/Onarım,Orta
T-1795,"Yeni cihazımda VPN kurulumu yapılmamış, bağlanmaya çalışınca 'sertifika hatası' alıyorum.",Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,VPN Erişim Sorunu,Düşük
T-1796,"Hesabım kilitlendi, çok kez yanlış şifre girdim, Burak.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Şifre Sıfırlama,Yüksek
T-1797,avans talebim ne zaman hesaba geçecek acaba,Hizmet Talebi (Service Request),Finans,Masraf & Ödeme,Avans Talebi,Düşük
T-1798,masraf formunu yanlış doldurmuşum düzeltebilir miyim,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Masraf/Harcama Formu Onayı,Düşük
T-1799,CRM'de sadece görüntüleme yetkim var düzenleme yetkisi de gerekiyor.,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Sistem/Klasör Yetki Talebi,Düşük
T-1800,Deniz Lojistik Ltd. firmasının FTR-2026-0680 numaralı faturası ödendi mi?,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Fatura Ödeme Takibi,Düşük
T-1801,Kadıköy güzergahı servis saatlerini öğrenebilir miyim?,Bilgi Talebi (Information),İdari İşler,Güvenlik & Ulaşım,Servis Güzergah Talebi,Düşük
T-1802,"yöneticim onayladı, yeni bir dizüstü bilgisayara ihtiyacım var mevcut cihazım çok eski kaldı.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Donanım,Yeni Ekipman Kurulumu,Düşük
T-1803,"Fatma, hızlı bir şekilde çalışma belgesi çıkartabilir miyiz?",Hizmet Talebi (Service Request),İnsan Kaynakları,Bordro & Özlük,Özlük/Çalışma Belgesi Talebi,Düşük
T-1804,misafir wifi şifresini bilmiyorum nereden öğrenebilirim,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,Wi-Fi Bağlantı Sorunu,Düşük
T-1805,pdf editör programı kurulmasını rica ederim,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Yazılım,Yazılım Lisans/Kurulum Talebi,Orta
T-1806,ofisimde ışıklar yanmıyor karanlıkta kaldık,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Elektrik/Aydınlatma Arızası,Düşük
T-1807,outlook takvim senkronize olmuyor toplantılarım görünmüyor,Arıza (Incident),Bilgi Teknolojileri,Yazılım,Uygulama Hatası (Outlook/Teams/Excel vb.),Orta
T-1808,ergonomik sandalye talep ediyorum bel ağrım var,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Ofis Mobilya Değişimi,Düşük
T-1809,internet yok,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,İnternet Bağlantı Sorunu,Orta
T-1810,15 Eylül için izin almak istiyorum yeterli günüm var mı acaba?,Bilgi Talebi (Information),İnsan Kaynakları,İzin Yönetimi,Yıllık İzin Talebi/Bakiye Sorgulama,Düşük
T-1811,siyah toner tükendi renkli hala var,Hizmet Talebi (Service Request),İdari İşler,Ofis Ekipmanı,Toner/Kartuş Talebi,Düşük
T-1812,"Hukuk için dosya, zımba teli ve post-it talep ediyoruz.",Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Kırtasiye Malzeme Talebi,Orta
T-1813,"CRM sistemi 11:15'den beri erişilemiyor, tüm satış ekibi etkilendi.",Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Sunucu/Servis Kesintisi,Yüksek
T-1814,klima soğutmuyor ofis çok sıcak,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Klima/Isıtma Arızası,Düşük
T-1815,"Merve kartını dün İzmir Ofis yakınında kaybetmiş, yeni kart lazım.",Hizmet Talebi (Service Request),İdari İşler,Güvenlik & Ulaşım,Kayıp Giriş Kartı,Orta
T-1816,yazıcı kağıt sıkıştırdı basmıyor,Arıza (Incident),İdari İşler,Ofis Ekipmanı,Yazıcı/Fotokopi Arıza Bildirimi,Orta
T-1817,Yeni stajyerimiz için AD kullanıcı hesabı ve mail adresi açılması gerekiyor.,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Yeni Kullanıcı Hesabı,Orta
T-1818,iznimi değiştirmem lazım tarih uymuyor artık,Hizmet Talebi (Service Request),İnsan Kaynakları,İzin Yönetimi,İzin İptal/Değişiklik,Düşük
T-1819,rapor çekmeye çalışırken sistem çok yavaş yanıt veriyor bazen hiç açılmıyor,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Veritabanı Erişim Hatası,Orta
T-1820,"Monitörümde titreme/çizgi var, zemin kat, Genel Müdürlük Binası.",Arıza (Incident),Bilgi Teknolojileri,Donanım,Monitör/Çevre Birimi Arızası,Düşük
T-1821,bilgisayarım açılmıyor mavi ekran verdi,Arıza (Incident),Bilgi Teknolojileri,Donanım,Bilgisayar Arıza/Onarım,Düşük
T-1822,VPN bağlanamıyorum evden şirket ağına bağlanmaya çalışıyorum hata veriyor.,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,VPN Erişim Sorunu,Orta
T-1823,"Hesabım kilitlendi, çok kez yanlış şifre girdim, Elif.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Şifre Sıfırlama,Orta
T-1824,müşteri ziyareti için nakit avans lazım,Hizmet Talebi (Service Request),Finans,Masraf & Ödeme,Avans Talebi,Düşük
T-1825,2.250 TL tutarındaki harcama formum 4 gündür beklemede.,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Masraf/Harcama Formu Onayı,Düşük
T-1826,proje klasörüne erişimim yok yeni katıldığım için,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Sistem/Klasör Yetki Talebi,Orta
T-1827,"5.000 TL tutarındaki fatura hâlâ ödenmemiş görünüyor, Aksoy Ltd. Şti..",Bilgi Talebi (Information),Finans,Masraf & Ödeme,Fatura Ödeme Takibi,Düşük
T-1828,servis güzergahı değişti mi bilgim yok,Bilgi Talebi (Information),İdari İşler,Güvenlik & Ulaşım,Servis Güzergah Talebi,Düşük
T-1829,"Satınalma departmanına yeni katılacak Merve için bilgisayar hazırlanması gerekiyor, 15 Eylül'te başlıyor.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Donanım,Yeni Ekipman Kurulumu,Orta
T-1830,SGK için hizmet dökümü belgesi rica ederim.,Hizmet Talebi (Service Request),İnsan Kaynakları,Bordro & Özlük,Özlük/Çalışma Belgesi Talebi,Orta
T-1831,wifi sürekli kopuyor toplantıda rezil oldum,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,Wi-Fi Bağlantı Sorunu,Düşük
T-1832,pdf editör programı kurulmasını rica ederim,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Yazılım,Yazılım Lisans/Kurulum Talebi,Düşük
T-1833,3. kat koridorundaki lambalar sürekli yanıp sönüyor.,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Elektrik/Aydınlatma Arızası,Düşük
T-1834,outlook takvim senkronize olmuyor toplantılarım görünmüyor,Arıza (Incident),Bilgi Teknolojileri,Yazılım,Uygulama Hatası (Outlook/Teams/Excel vb.),Düşük
T-1835,5. kat'daki ofis sandalyesi çok yıpranmış değişmesi gerekiyor.,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Ofis Mobilya Değişimi,Düşük
T-1836,internet gitti geldi yapıyor tüm katta,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,İnternet Bağlantı Sorunu,Orta
T-1837,yıllık izin ne kadar kaldı bilmiyorum,Bilgi Talebi (Information),İnsan Kaynakları,İzin Yönetimi,Yıllık İzin Talebi/Bakiye Sorgulama,Orta
T-1838,"HP LaserJet yazıcı için kartuş talep ediyoruz, Lojistik.",Hizmet Talebi (Service Request),İdari İşler,Ofis Ekipmanı,Toner/Kartuş Talebi,Düşük
T-1839,beyaz tahta kalemi bitti,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Kırtasiye Malzeme Talebi,Düşük
T-1840,ERP sistemi çöktü kimse giriş yapamıyor tüm şirkette!,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Sunucu/Servis Kesintisi,Yüksek
T-1841,1. kat klima çok gürültü yapıyor rahatsız ediyor.,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Klima/Isıtma Arızası,Düşük
T-1842,"Buse kartını dün Ar-Ge Binası yakınında kaybetmiş, yeni kart lazım.",Hizmet Talebi (Service Request),İdari İşler,Güvenlik & Ulaşım,Kayıp Giriş Kartı,Yüksek
T-1843,"Yazıcının rengi soluk çıkıyor, kartuş değişmesi gerekebilir.",Arıza (Incident),İdari İşler,Ofis Ekipmanı,Yazıcı/Fotokopi Arıza Bildirimi,Düşük
T-1844,Yeni stajyerimiz için AD kullanıcı hesabı ve mail adresi açılması gerekiyor.,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Yeni Kullanıcı Hesabı,Düşük
T-1845,"geçen hafta girdiğim izin talebini iptal etmem gerekiyor, planlar değişti",Hizmet Talebi (Service Request),İnsan Kaynakları,İzin Yönetimi,İzin İptal/Değişiklik,Düşük
T-1846,raporlama ekranında veritabanı bağlantı hatası alıyorum 'connection timeout' diyor,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Veritabanı Erişim Hatası,Düşük
T-1847,mouse'um kablosuz ama bağlanmıyor pil değiştirdim olmadı.,Arıza (Incident),Bilgi Teknolojileri,Donanım,Monitör/Çevre Birimi Arızası,Orta
T-1848,bilgisayarım açılmıyor mavi ekran verdi,Arıza (Incident),Bilgi Teknolojileri,Donanım,Bilgisayar Arıza/Onarım,Yüksek
T-1849,vpn hata veriyor 0x8007000E,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,VPN Erişim Sorunu,Düşük
T-1850,e-posta şifremi değiştirmem gerekiyor son değişiklik çok eskide kaldı,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Şifre Sıfırlama,Yüksek
T-1851,iş seyahati öncesi avans almam gerekiyor,Hizmet Talebi (Service Request),Finans,Masraf & Ödeme,Avans Talebi,Düşük
T-1852,4.500 TL tutarındaki harcama formum 3 gündür beklemede.,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Masraf/Harcama Formu Onayı,Orta
T-1853,proje klasörüne erişimim yok yeni katıldığım için,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Sistem/Klasör Yetki Talebi,Düşük
T-1854,Yıldız Elektronik A.Ş. firmasının FTR-2026-0623 numaralı faturası ödendi mi?,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Fatura Ödeme Takibi,Düşük
T-1855,Kadıköy güzergahı servis saatlerini öğrenebilir miyim?,Bilgi Talebi (Information),İdari İşler,Güvenlik & Ulaşım,Servis Güzergah Talebi,Düşük
T-1856,stajyer için bilgisayar lazım 12 Eylül,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Donanım,Yeni Ekipman Kurulumu,Düşük
T-1857,vize için şirket yazısı lazım,Hizmet Talebi (Service Request),İnsan Kaynakları,Bordro & Özlük,Özlük/Çalışma Belgesi Talebi,Düşük
T-1858,"Telefonuma wifi bağlanmıyor ama bilgisayara bağlanıyor, bodrum kat.",Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,Wi-Fi Bağlantı Sorunu,Düşük
T-1859,"Yeni bilgisayarıma Office kurulumu yapılmamış, kurulabilir mi?",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Yazılım,Yazılım Lisans/Kurulum Talebi,Düşük
T-1860,ofisimde ışıklar yanmıyor karanlıkta kaldık,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Elektrik/Aydınlatma Arızası,Yüksek
T-1861,outlook takvim senkronize olmuyor toplantılarım görünmüyor,Arıza (Incident),Bilgi Teknolojileri,Yazılım,Uygulama Hatası (Outlook/Teams/Excel vb.),Orta
T-1862,masamın çekmecesi kilitleniyor açılmıyor,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Ofis Mobilya Değişimi,Düşük
T-1863,Tüm binada internet kesildi acil müdahale rica ederiz.,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,İnternet Bağlantı Sorunu,Orta
T-1864,izin bakiyem ne kadar,Bilgi Talebi (Information),İnsan Kaynakları,İzin Yönetimi,Yıllık İzin Talebi/Bakiye Sorgulama,Orta
T-1865,toner bitti acil bodrum kat,Hizmet Talebi (Service Request),İdari İşler,Ofis Ekipmanı,Toner/Kartuş Talebi,Düşük
T-1866,yazıcı kağıdı bitti yenisi lazım,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Kırtasiye Malzeme Talebi,Düşük
T-1867,ERP sistemi çöktü kimse giriş yapamıyor tüm şirkette!,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Sunucu/Servis Kesintisi,Yüksek
T-1868,4. kat klima çok gürültü yapıyor rahatsız ediyor.,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Klima/Isıtma Arızası,Orta
T-1869,kartımı kaybettim binaya giremiyorum acil,Hizmet Talebi (Service Request),İdari İşler,Güvenlik & Ulaşım,Kayıp Giriş Kartı,Orta
T-1870,"yazıcı kağıt sıkıştırdı sürekli hata veriyor Epson L3150, Gebze Fabrika.",Arıza (Incident),İdari İşler,Ofis Ekipmanı,Yazıcı/Fotokopi Arıza Bildirimi,Orta
T-1871,yeni personel için mail adresi açılsın,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Yeni Kullanıcı Hesabı,Düşük
T-1872,iznimi değiştirmem lazım tarih uymuyor artık,Hizmet Talebi (Service Request),İnsan Kaynakları,İzin Yönetimi,İzin İptal/Değişiklik,Orta
T-1873,raporlama ekranında veritabanı bağlantı hatası alıyorum 'connection timeout' diyor,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Veritabanı Erişim Hatası,Orta
T-1874,"Zeynep'in masasındaki ikinci monitör hiç açılmıyor, 12 Eylül tarihinden beri.",Arıza (Incident),Bilgi Teknolojileri,Donanım,Monitör/Çevre Birimi Arızası,Yüksek
T-1875,bilgisayarım açılmıyor mavi ekran verdi,Arıza (Incident),Bilgi Teknolojileri,Donanım,Bilgisayar Arıza/Onarım,Düşük
T-1876,evden çalışırken vpn bağlanmıyor acil,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,VPN Erişim Sorunu,Düşük
T-1877,"Yeni işe başladım ama giriş bilgilerim çalışmıyor, 10 Eylül'te başladım.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Şifre Sıfırlama,Yüksek
T-1878,900 TL avans talep ediyorum 1 Ekim seyahati için.,Hizmet Talebi (Service Request),Finans,Masraf & Ödeme,Avans Talebi,Orta
T-1879,geçen haftaki seyahat masraflarımın onayı bekliyor ne zaman geçer acaba,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Masraf/Harcama Formu Onayı,Düşük
T-1880,"Müşteri Hizmetleri paylaşımlı sürücüsüne erişemiyorum, izin verilmesi gerekiyor.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Sistem/Klasör Yetki Talebi,Orta
T-1881,tedarikçimize kestiğimiz faturanın ödemesi yapıldı mı öğrenebilir miyim,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Fatura Ödeme Takibi,Orta
T-1882,servis güzergahı değişti mi bilgim yok,Bilgi Talebi (Information),İdari İşler,Güvenlik & Ulaşım,Servis Güzergah Talebi,Düşük
T-1883,"Muhasebe departmanına yeni katılacak Emre için bilgisayar hazırlanması gerekiyor, 23 Ağustos'te başlıyor.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Donanım,Yeni Ekipman Kurulumu,Orta
T-1884,vize için şirket yazısı lazım,Hizmet Talebi (Service Request),İnsan Kaynakları,Bordro & Özlük,Özlük/Çalışma Belgesi Talebi,Düşük
T-1885,wifi sürekli kopuyor toplantıda rezil oldum,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,Wi-Fi Bağlantı Sorunu,Düşük
T-1886,"Tableau kurulumu talep ediyorum, Hukuk projeleri için gerekli.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Yazılım,Yazılım Lisans/Kurulum Talebi,Düşük
T-1887,prizler çalışmıyor şarj olmuyor bilgisayarım,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Elektrik/Aydınlatma Arızası,Orta
T-1888,excel de formül hata veriyor #REF diyor anlamadım,Arıza (Incident),Bilgi Teknolojileri,Yazılım,Uygulama Hatası (Outlook/Teams/Excel vb.),Düşük
T-1889,ergonomik sandalye talep ediyorum bel ağrım var,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Ofis Mobilya Değişimi,Orta
T-1890,Tüm binada internet kesildi acil müdahale rica ederiz.,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,İnternet Bağlantı Sorunu,Düşük
T-1891,30 Ağustos için izin almak istiyorum yeterli günüm var mı acaba?,Bilgi Talebi (Information),İnsan Kaynakları,İzin Yönetimi,Yıllık İzin Talebi/Bakiye Sorgulama,Orta
T-1892,Yazıcının toneri bitti acil 4. kat,Hizmet Talebi (Service Request),İdari İşler,Ofis Ekipmanı,Toner/Kartuş Talebi,Düşük
T-1893,kalem defter A4 kağıt lazım departmanımıza,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Kırtasiye Malzeme Talebi,Düşük
T-1894,ERP sistemi çöktü kimse giriş yapamıyor tüm şirkette!,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Sunucu/Servis Kesintisi,Yüksek
T-1895,zemin kat klima çok gürültü yapıyor rahatsız ediyor.,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Klima/Isıtma Arızası,Orta
T-1896,"Elif kartını dün Kocaeli Depo yakınında kaybetmiş, yeni kart lazım.",Hizmet Talebi (Service Request),İdari İşler,Güvenlik & Ulaşım,Kayıp Giriş Kartı,Orta
T-1897,"yazıcı kağıt sıkıştırdı sürekli hata veriyor Brother HL-L2350, Bursa Şube.",Arıza (Incident),İdari İşler,Ofis Ekipmanı,Yazıcı/Fotokopi Arıza Bildirimi,Orta
T-1898,"Selin 1 Ekim'te Satış'da işe başlıyor, hesabının hazır olması lazım.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Yeni Kullanıcı Hesabı,Düşük
T-1899,12 Eylül tarihindeki iznimi iptal etmek istiyorum.,Hizmet Talebi (Service Request),İnsan Kaynakları,İzin Yönetimi,İzin İptal/Değişiklik,Düşük
T-1900,CRM raporları veritabanı hatası veriyor 10:30'den beri.,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Veritabanı Erişim Hatası,Düşük
T-1901,klavyeden bazı harfler çıkmıyor değişmesi lazım,Arıza (Incident),Bilgi Teknolojileri,Donanım,Monitör/Çevre Birimi Arızası,Orta
T-1902,"Merhaba, 10 Eylül tarihinden beri bilgisayarım rastgele kapanıyor, fan sesi de çok yüksek geliyor, Ankara Şube'da çalışıyorum.",Arıza (Incident),Bilgi Teknolojileri,Donanım,Bilgisayar Arıza/Onarım,Düşük
T-1903,"VPN bağlantım sürekli kopuyor, 11:15 civarı çalışırken, Barış.",Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,VPN Erişim Sorunu,Orta
T-1904,"Yeni işe başladım ama giriş bilgilerim çalışmıyor, 3 Ekim'te başladım.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Şifre Sıfırlama,Orta
T-1905,avans talebim ne zaman hesaba geçecek acaba,Hizmet Talebi (Service Request),Finans,Masraf & Ödeme,Avans Talebi,Düşük
T-1906,masraf formum hala onaylanmadı,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Masraf/Harcama Formu Onayı,Orta
T-1907,"Muhasebe ortak klasörüne erişim yetkisi istiyorum, yöneticim onayladı.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Sistem/Klasör Yetki Talebi,Düşük
T-1908,tedarikçimize kestiğimiz faturanın ödemesi yapıldı mı öğrenebilir miyim,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Fatura Ödeme Takibi,Düşük
T-1909,Kadıköy güzergahı servis saatlerini öğrenebilir miyim?,Bilgi Talebi (Information),İdari İşler,Güvenlik & Ulaşım,Servis Güzergah Talebi,Düşük
T-1910,Yeni açılan Gebze Fabrika ofisi için 5 adet masaüstü bilgisayar kurulumu talep ediyoruz.,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Donanım,Yeni Ekipman Kurulumu,Orta
T-1911,vize için şirket yazısı lazım,Hizmet Talebi (Service Request),İnsan Kaynakları,Bordro & Özlük,Özlük/Çalışma Belgesi Talebi,Düşük
T-1912,toplantı odasında wifi çok yavaş bağlanmıyor bazen,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,Wi-Fi Bağlantı Sorunu,Düşük
T-1913,lisansımın süresi doldu yenilenmesi lazım,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Yazılım,Yazılım Lisans/Kurulum Talebi,Düşük
T-1914,toplantı odasının ışığı hiç yanmıyor 10 Eylül'ten beri.,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Elektrik/Aydınlatma Arızası,Orta
T-1915,excel de formül hata veriyor #REF diyor anlamadım,Arıza (Incident),Bilgi Teknolojileri,Yazılım,Uygulama Hatası (Outlook/Teams/Excel vb.),Düşük
T-1916,ergonomik sandalye talep ediyorum bel ağrım var,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Ofis Mobilya Değişimi,Düşük
T-1917,"Bağlantım sürekli düşüyor, video konferans yaparken kopmalar oluyor, Pazarlama.",Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,İnternet Bağlantı Sorunu,Orta
T-1918,izin bakiyem ne kadar,Bilgi Talebi (Information),İnsan Kaynakları,İzin Yönetimi,Yıllık İzin Talebi/Bakiye Sorgulama,Düşük
T-1919,siyah toner tükendi renkli hala var,Hizmet Talebi (Service Request),İdari İşler,Ofis Ekipmanı,Toner/Kartuş Talebi,Düşük
T-1920,kalem defter A4 kağıt lazım departmanımıza,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Kırtasiye Malzeme Talebi,Düşük
T-1921,"CRM sistemi 09:00'den beri erişilemiyor, tüm satış ekibi etkilendi.",Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Sunucu/Servis Kesintisi,Yüksek
T-1922,kalorifer çalışmıyor çok soğuk ofiste,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Klima/Isıtma Arızası,Düşük
T-1923,"Kaan kartını dün İstanbul Merkez Ofis yakınında kaybetmiş, yeni kart lazım.",Hizmet Talebi (Service Request),İdari İşler,Güvenlik & Ulaşım,Kayıp Giriş Kartı,Orta
T-1924,"Yazıcının rengi soluk çıkıyor, kartuş değişmesi gerekebilir.",Arıza (Incident),İdari İşler,Ofis Ekipmanı,Yazıcı/Fotokopi Arıza Bildirimi,Orta
T-1925,yeni personel için mail adresi açılsın,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Yeni Kullanıcı Hesabı,Orta
T-1926,iznimi değiştirmem lazım tarih uymuyor artık,Hizmet Talebi (Service Request),İnsan Kaynakları,İzin Yönetimi,İzin İptal/Değişiklik,Düşük
T-1927,veritabanına bağlanamıyorum Timeout Exception,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Veritabanı Erişim Hatası,Orta
T-1928,"Monitörümde titreme/çizgi var, zemin kat, Maslak Ofis.",Arıza (Incident),Bilgi Teknolojileri,Donanım,Monitör/Çevre Birimi Arızası,Orta
T-1929,bilgisayar donuyor sürekli,Arıza (Incident),Bilgi Teknolojileri,Donanım,Bilgisayar Arıza/Onarım,Yüksek
T-1930,"Yeni cihazımda VPN kurulumu yapılmamış, bağlanmaya çalışınca 'sertifika hatası' alıyorum.",Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,VPN Erişim Sorunu,Orta
T-1931,"Hesabım kilitlendi, çok kez yanlış şifre girdim, Gizem.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Şifre Sıfırlama,Orta
T-1932,iş seyahati öncesi avans almam gerekiyor,Hizmet Talebi (Service Request),Finans,Masraf & Ödeme,Avans Talebi,Orta
T-1933,geçen haftaki seyahat masraflarımın onayı bekliyor ne zaman geçer acaba,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Masraf/Harcama Formu Onayı,Düşük
T-1934,"Muhasebe ortak klasörüne erişim yetkisi istiyorum, yöneticim onayladı.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Sistem/Klasör Yetki Talebi,Düşük
T-1935,Kaya Danışmanlık firmasının FTR-2026-0356 numaralı faturası ödendi mi?,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Fatura Ödeme Takibi,Orta
T-1936,servis kaçta kalkıyor akşam,Bilgi Talebi (Information),İdari İşler,Güvenlik & Ulaşım,Servis Güzergah Talebi,Düşük
T-1937,stajyer için bilgisayar lazım 2 Ekim,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Donanım,Yeni Ekipman Kurulumu,Düşük
T-1938,"Barış, hızlı bir şekilde çalışma belgesi çıkartabilir miyiz?",Hizmet Talebi (Service Request),İnsan Kaynakları,Bordro & Özlük,Özlük/Çalışma Belgesi Talebi,Düşük
T-1939,misafir wifi şifresini bilmiyorum nereden öğrenebilirim,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,Wi-Fi Bağlantı Sorunu,Orta
T-1940,"Bloomberg Terminal kurulumu talep ediyorum, Kalite projeleri için gerekli.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Yazılım,Yazılım Lisans/Kurulum Talebi,Düşük
T-1941,toplantı odasının ışığı hiç yanmıyor 10 Eylül'ten beri.,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Elektrik/Aydınlatma Arızası,Düşük
T-1942,Teams çöküyor sürekli kapanıyor,Arıza (Incident),Bilgi Teknolojileri,Yazılım,Uygulama Hatası (Outlook/Teams/Excel vb.),Düşük
T-1943,sandalyem bozuldu sırt kısmı kırıldı değişmesi lazım,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Ofis Mobilya Değişimi,Düşük
T-1944,internet yok,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,İnternet Bağlantı Sorunu,Orta
T-1945,yıllık izin ne kadar kaldı bilmiyorum,Bilgi Talebi (Information),İnsan Kaynakları,İzin Yönetimi,Yıllık İzin Talebi/Bakiye Sorgulama,Düşük
T-1946,1. kat yazıcının toneri bitti yenisi lazım,Hizmet Talebi (Service Request),İdari İşler,Ofis Ekipmanı,Toner/Kartuş Talebi,Orta
